20.8727 CAMERA SET Cockpit:SX01:50.00
30.0854 CAMERA SET Track:SX01:50.00:GLOBAL 4.000 1.186 0.215
53.1801 CAMERA SET Track:SX01:30.00:GLOBAL 12.688 -0.351 -1.502
